tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
oxbar-magic-maze-pro-10k-blue-razz-watermelon-1,Oxbar Magic Maze Pro 10K,,Blue Razz Watermelon,7020340740182,$12.99,,TRUE,TRUE,TRUE,TRUE,TRUE,watermelon,,,,,5%,,18,https://getpop.co/products/oxbar-magic-maze-pro-10k-blue-razz-watermelon-1,"Up to 10,000 puffs (18ml) Adjustable Wattage (11-15W) Adjustable Airflow Mesh Coil LED Display Screen with Battery and E-Liquid Indicators Rechargeable via USB Type-C cable (not included) Flavor description coming soon! The most distinctive is adjustable wattage. Enjoy a standard vape experience at 11 watts, or increase the power up to 15 watts for a more intense hit. Along with adjustable wattage, the Oxbar Magic Maze features a smart LED display with e-liquid and battery indicators, adjustable airflow, and mesh coil. What's included: 1 Oxbar Magic Maze Pro 10K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 10,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/oxbar-magic-maze-pro-10k-blue-razz-watermelon-device_1024x1024.jpg?v=1714420234,http://getpop.co/cdn/shop/files/oxbar-magic-maze-pro-10k-blue-razz-watermelon-device_2048x2048.jpg?v=1714420234
oxbar-magic-maze-pro-10k-blueberry-strawberry-dragon-fruit-1,Oxbar Magic Maze Pro 10K,,Blueberry Strawberry Dragon Fruit,7020340805718,$12.99,,TRUE,TRUE,TRUE,TRUE,TRUE,blueberry,fruit,strawberry,,,5%,,18,https://getpop.co/products/oxbar-magic-maze-pro-10k-blueberry-strawberry-dragon-fruit-1,"Up to 10,000 puffs (18ml) Adjustable Wattage (11-15W) Adjustable Airflow Mesh Coil LED Display Screen with Battery and E-Liquid Indicators Rechargeable via USB Type-C cable (not included) Flavor description coming soon! The most distinctive is adjustable wattage. Enjoy a standard vape experience at 11 watts, or increase the power up to 15 watts for a more intense hit. Along with adjustable wattage, the Oxbar Magic Maze features a smart LED display with e-liquid and battery indicators, adjustable airflow, and mesh coil. What's included: 1 Oxbar Magic Maze Pro 10K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 10,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/oxbar-magic-maze-pro-10k-blueberry-strawberry-dragon-fruit-device_1024x1024.jpg?v=1714420238,http://getpop.co/cdn/shop/files/oxbar-magic-maze-pro-10k-blueberry-strawberry-dragon-fruit-device_2048x2048.jpg?v=1714420238
air-bar-diamond-500-blueberry-kiwi-ice,Air Bar Diamond 500,Air Bar Diamond 500,Blueberry Kiwi Ice,6834292883542,$7.99,TRUE,,TRUE,,,,blueberry,kiwi,tropical,,,5%,500,8,https://getpop.co/products/air-bar-diamond-500-blueberry-kiwi-ice,"Up to 500 puffs (1.8ml) Air Bar Diamond Blueberry Kiwi Ice is a blueberry ice with a kiss of kiwi. The result is a slightly tropical texture to a classic chilled blueberry flavor. Air Bar Diamond is a legacy device, one of the original products by Air Bar that pre-dates the Air Bar Lux. Fans are devoted to the Air Bar Diamond for the quality of flavor and reliability. If you like a classic product that just works this is a terrific match for you! What's included: 1 Air Bar Diamond 5% salt nicotine Volume: 1.8ml (up to 500 puffs) Battery: 380mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors About Air Bar Diamond Air Bar Diamond is a classic disposable device that has a loyal and dedicated following because of its reliability and simplicity. This is the original device that put Air Bar on the map, so if you are looking for a simple and compact device that is reliable, we recommend you give this a try. Air Bar Box is made by Goldreams, based in China. Every Air Bar Box disposable is QR-code verifiable for authenticity. Tap here to check out the Goldreams website at https://www.airbar.com/ .",http://getpop.co/cdn/shop/products/air-bar-diamond-500-blueberry-kiwi-ice-box_1024x1024.jpg?v=1680550814,http://getpop.co/cdn/shop/products/air-bar-diamond-500-blueberry-kiwi-ice-box_2048x2048.jpg?v=1680550814
rare-bar-mesh-6000-clear,Rare Bar 6000 Mesh,Rare Bar 6000 Mesh,Clear,6801226956886,$11.99,,TRUE,TRUE,TRUE,TRUE,,,,,,,5%,6000,15,https://getpop.co/products/rare-bar-mesh-6000-clear,"Up to 6,000 puffs (15ml) Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Rare Bar 6000 Mesh rechargeable device. Flavor description coming soon! What's included: 1 Rare Bar Mesh 6000 rechargeable device with Mesh Coil USB Type-C Cable is not included 5% salt nicotine Volume: 15ml (up to 6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Rare Bar 6000 Rare is takes flavor and quality to a new level with the Rare Bar 6000, which features a mesh coil and rechargeable battery.",http://getpop.co/cdn/shop/products/rare-bar-mesh-6000-clear_2_1024x1024.jpg?v=1666128529,http://getpop.co/cdn/shop/products/rare-bar-mesh-6000-clear_2_2048x2048.jpg?v=1666128529
pop-hit-solo-5500-chilled-strawberry,Pop HIT Solo 5500,Pop HIT Solo 5500,Chilled Strawberry,6801225810006,$12.99,TRUE,TRUE,,TRUE,TRUE,,strawberry,,,,,5%,5500,14,https://getpop.co/products/pop-hit-solo-5500-chilled-strawberry,"Up to 5,500 puffs (14ml) Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included Flavor description coming soon! What's included: 1 Pop HIT Solo rechargeable disposable device USB Type-C Cable is included 5% salt nicotine Volume: 14ml (up to 5,500 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Pop HIT Solo 5000 Pop HIT Solo is one of the best devices by Pop Vapor, featuring a mesh coil for incredible flavor and good for up to 5,500 puffs Tap here to check out the Pop Vapor website at https://popvapor.com/ .",http://getpop.co/cdn/shop/products/pop-hit-solo-5500-chilled-strawberry_2_1024x1024.jpg?v=1664989834,http://getpop.co/cdn/shop/products/pop-hit-solo-5500-chilled-strawberry_2_2048x2048.jpg?v=1664989834
pod-juice-salt-banana-freeze,Pod Juice Salt,Pod Juice Salt,Banana Freeze,6783374393430,$12.99,TRUE,,,,,,banana,,,,,,,30,https://getpop.co/products/pod-juice-salt-banana-freeze,"Salt Nicotine e-liquid Use with refillable pod system. Pod Juice Salt flavor description coming soon! This is a terrific option if you are already familiar with devices and you would like to switch to a more economical and eco-friendly alternative. This bottle of salt-nicotine e-liquid is from Pod Juice, the maker of Pod 2500, Pod Mesh Flo, and Pod 5500 disposable device. If you're not already familiar with Pod Juice Salt or salt-nicotine e-liquids, they are a terrific alternative to disposable devices. Simply pair a bottle of salt-nicotine e-liquid with a refillable pod system. This method also provides low-nicotine options and has a significantly lower impact on the environment. Product details: Volume: 30ml Nicotine options: 3.5% (35mg) 5.5% (55mg) About Pod Juice Salt Pod Juice Salt is the line of salt-nicotine e-liquids by Pod Juice. Based in California, Pod Juice is best known for their wide range of flavors and popular line of disposables, including Pod 2500, Pod Mesh FLO, and Pod 5500. We love Pod Juice. They are a terrific company to work with, and they stand by the quality of their product. This is a brand that you can trust and we are proud to share Pod Juice salt nicotine with you! Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-juice-salt-banana-freeze-bottle_1024x1024.jpg?v=1659898852,http://getpop.co/cdn/shop/products/pod-juice-salt-banana-freeze-bottle_2048x2048.jpg?v=1659898852
lost-vape-orion-bar-7500-blueberry-raspberry,Lost Vape Orion Bar 7500,Lost Vape Orion Bar 7500,Blueberry Raspberry,6839350067286,$11.99,,TRUE,TRUE,,TRUE,TRUE,blueberry,raspberry,,,,5%,7500,18,https://getpop.co/products/lost-vape-orion-bar-7500-blueberry-raspberry,"Up to 7,500 puffs (18ml) Adjustable Airflow Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Lost Vape Orion Bar 7500 rechargeable device. Lost Vape Orion Bar Blueberry Raspberry has a bold chilled blue razz flavor. Sweet and cold, this is a classic blue razz ice that is full and well balanced. Lost Vape Orion Bar is one of the best devices we've tried, in terms of quality. It is a hefty device, so it's not the best for discrete vaping. Nor will it easily fit into your pocket or purse. Even so, if you're looking for something that performs well, you have to try it. Every Lost Vape Orion Bar features adjustable airflow and rechargeable battery. The Lost Vape Orion Bar has a distinctive art design on every device. What's included: 1 Lost Vape Orion Bar 7500 rechargeable device 5% salt nicotine Volume: 18ml (up to 7,500 puffs) Rechargeable Battery: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors About Lost Vape Orion Bar 7500 Lost Vape Orion Bar nailed it in terms of quality and performance. It is a substantial device, so its heft reflects its reliability. It's important to mention that the device is not small, so it is not designed to elegantly slide into a small pocket or purse. If you prefer quality, you have to try one. Lost Vape Orion Bar 7500 is a rechargeable device by Lost Vape, known for quality and design of pod systems. Tap here to check out the Lost Vape website at https://lostvape.com/ .",http://getpop.co/cdn/shop/products/lost-vape-orion-bar-7500-blueberry-raspberry-device_1024x1024.jpg?v=1680549647,http://getpop.co/cdn/shop/products/lost-vape-orion-bar-7500-blueberry-raspberry-device_2048x2048.jpg?v=1680549647
squid-1600-blueberry-ice,Squid 1.6K,Squid 1.6K,Blueberry Ice,6807981097046,$2.99,TRUE,,,,,,blueberry,,,,,5%,1600,6,https://getpop.co/products/squid-1600-blueberry-ice,"Up to 1,600 puffs (6ml) Flavor description coming soon! What's included: 1 Squid 1.6K by TKCA disposable device 5% salt nicotine Volume: 6ml (up to 1,600 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors About Squid 1.6K Squid 1600, also known as Squid 1.6K by TKCA, has a cult following for one reason: intense and spectacular flavor. It really must be tried to get the real experience.",http://getpop.co/cdn/shop/products/squid-1600-blueberry-ice-device_1024x1024.jpg?v=1670433727,http://getpop.co/cdn/shop/products/squid-1600-blueberry-ice-device_2048x2048.jpg?v=1670433727
fifty-bar-6500-blueberry-super-strudel-1,Fifty Bar 6500,,Blueberry Super Strudel,6988550373462,$14.99,,TRUE,TRUE,TRUE,TRUE,,blueberry,,,,,5%,6500,16,https://getpop.co/products/fifty-bar-6500-blueberry-super-strudel-1,"Up to 6,500 puffs (16ml) Mesh Coil Made in USA Rechargeable via USB Type-C cable (not included) Flavor description coming soon! This is part of the Fifty Bar Black Series, featuring a unique line dedicated to dessert flavors. The biggest feature of Fifty Bar 6500 is that every device is filled, assembled, and packaged in the USA with ingredients Made in USA. This is rare and incredible. The e-liquid and flavors are made in collaboration with Beard Vape Co. That's really all you need to know. What's included: 1 Fifty Bar 6500 rechargeable device, Made in USA, in collaboration with Beard Vape Co. 5% salt nicotine Volume: 16ml (up to 6,500 puffs) Rechargeable Battery: 400mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors About Fifty Bar 6500 Fifty Bar 6500 is made in collaboration with Beard Vape Co. and Made in USA. All ingredients are American made and every Fifty Bar 6500 is assembled and packaged in America. This is truly a game changer in terms of quality and reliability.",http://getpop.co/cdn/shop/files/fifty-bar-6500-blueberry-super-strudel-device_1024x1024.jpg?v=1711737931,http://getpop.co/cdn/shop/files/fifty-bar-6500-blueberry-super-strudel-device_2048x2048.jpg?v=1711737931
fume-unlimited-7000-cotton-candy,Fume Unlimited 7000,Fume Unlimited 7000,Cotton Candy,6793836691542,$9.99,,TRUE,TRUE,,TRUE,,cotton candy,,,,,5%,7000,14,https://getpop.co/products/fume-unlimited-7000-cotton-candy,"Up to 7,000 puffs (14ml) Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Fume Unlimited 7000 rechargeable device. Fume Unlimited 7000 Cotton Candy is one of the best cotton candy flavors we’ve tried. It’s sweet, light, and slightly chilled. While it takes about one day of use to really get the full flavor activated from a brand new device, the quality is well worth the wait. What's included: 1 Fume Unlimited 7000 rechargeable device 5% salt nicotine Volume: 14ml (up to 7,000 puffs) Rechargeable Battery: 400mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors About Fume Unlimited Fume Unlimited is the first rechargeable device by Fume, good for up to 7000 puffs with 14ml of e-liquid. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-unlimited-7000-cotton-candy-box_1024x1024.jpg?v=1663200751,http://getpop.co/cdn/shop/products/fume-unlimited-7000-cotton-candy-box_2048x2048.jpg?v=1663200751
rare-mega-5000-mesh-blue-raz-slushy,Rare Mega 5000 Mesh,Rare Mega 5000 Mesh,Blue Raz Slushy,6790859751510,$7.99,,,,TRUE,,,,,,,,5%,5000,10,https://getpop.co/products/rare-mega-5000-mesh-blue-raz-slushy,"Up to 5,000 puffs (10ml) Mesh Coil Flavor description coming soon! Rare Mega 5000 Mesh features an upgraded device with a mesh coil for even better flavor. What's included: 1 Rare Mega 5000 Mesh with Mesh Coil 5% salt nicotine Volume: 10ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/products/rare-mega-5000-mesh-blue-raz-slushy_2_1024x1024.jpg?v=1664990201,http://getpop.co/cdn/shop/products/rare-mega-5000-mesh-blue-raz-slushy_2_2048x2048.jpg?v=1664990201
funky-republic-ti7000-blue-razz-ice,Funky Republic Ti7000,,Blue Razz Ice,6851216277590,$9.99,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,5%,7000,17,https://getpop.co/products/funky-republic-ti7000-blue-razz-ice,"NOTE: Funky Republic is also known as Funky Lands. Due to rapid changes in manufacturing, this product may branded with Funky Republic or Funky Lands. Up to 7,000 puffs (17ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Funky Republic Ti7000 rechargeable device. Funky Republic Ti7000 Blue Razz Ice is light, airy and sweet. The ice is very light and balanced, which complements the flavor. Funky Republic Ti7000 is designed by Elf Bar, which burst onto the scene with the wildly popular Elf Bar BC5000, Lost Mary OS5000, and other rechargeable devices. Every Funky Republic Ti7000 is loaded with 17ml of salt nicotine e-liquid, a mesh coil, and rechargeable battery. Good for up to 7,000 puffs, the Funky Republic Ti7000 is one of the longest-lasting devices available. What's included: 1 Funky Republic Ti7000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 17ml (up to 7,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Funky Republic Ti7000 Funky Republic Ti7000 is brought to you by the team at Elf Bar. Good for up to 7,000 puffs, this is another terrific opportunity to enjoy incredible flavor from a high quality device. Funky Republic Ti7000 is rechargeable and features a mesh coil. Tap here to check out the ElfBar website at https://www.elfbar.com/ .",http://getpop.co/cdn/shop/products/funky-republic-ti7000-blue-razz-ice-device_1024x1024.jpg?v=1682704002,http://getpop.co/cdn/shop/products/funky-republic-ti7000-blue-razz-ice-device_2048x2048.jpg?v=1682704002
geek-bar-pulse-15000-dragon-melon-1,Geek Bar Pulse 15000,,Dragon Melon (Capricorn),6957044138070,$15.99,,TRUE,TRUE,TRUE,TRUE,TRUE,fruit,melon,,,,5%,5000,16,https://getpop.co/products/geek-bar-pulse-15000-dragon-melon-1,"Up to 15,000 puffs (16ml) Adjustable Airflow Dual Mesh Coil Smart LED Screen Rechargeable via USB Type-C cable (not included) Geek Bar Pulse Dragon Melon is a melon ice flavor, featuring a blend of chilled melon and dragon fruit. The result is a cold, soft and sweet flavor. Geek Bar Pulse features leading edge technology in every way. Every Geek Bar Pulse features Pulse Mode, which opens up the airflow for a dense vapor. If you prefer the standard vape experience for longer life, simply toggle the Pulse switch to 'Close'. The dual-mesh coil ensures best-in-class flavor and a large LED display makes it easy to track battery and e-liquid levels. Every Geek Bar Pulse is good for up to 15,000 puffs in Regular Mode and 7,500 puffs in Pulse Mode. What's included: 1 Geek Bar Pulse rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 16ml (up to 15,000 puffs) Battery Capacity: 650mAh Dual Mesh Coil Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) Tap here to learn more about Geek Bar Pulse by visitng the official Geek Bar website at http://www.geekbar.com/ .",http://getpop.co/cdn/shop/products/geek-bar-pulse-15000-dragon-melon-device_1024x1024.jpg?v=1707662554,http://getpop.co/cdn/shop/products/geek-bar-pulse-15000-dragon-melon-device_2048x2048.jpg?v=1707662554
