Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
996,Geek Vape,Strawberry Banana Geek Bar Pulse,55010,$15.99 ,,16ml,7500,"The Strawberry Banana Geek Bar Pulse blends a creamy banana with a ripe strawberry. This Strawberry Banana vape flavor by Geek Bar offers a ""pulse"" mode for a boosted puff and a sleek LED screen.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
997,Geek Vape,Blueberry Watermelon Geek Bar Pulse,55287,$15.99 ,,16ml,7500,"A flavorful fusion of popular blueberry and watermelon notes, the Taurus Blueberry Watermelon Geek Bar Pulse combines the tart tangy nuance of blueberry with refreshing watermelon notes. Taurus is an earth sign represented by a bull, and this flavor is the proverbial bull in a China stop, bowling over your tastebuds with incredibly vibrant flavors. The flavors of summer can be enjoyed all year with this delightful fruit fusion vape.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
998,Geek Vape,Sour Apple Pop Geek Bar Pulse,55289,$15.99 ,,16ml,7500,"The Libra Sour Apple Pop Geek Bar Pulse delivers exactly the flavors you expect. There is a wall of sour green apple confection flavor. This is tempered by a hint of cool mint. Mimicking the chewable confection core is a sweet flavor enlivened with a pinch of floral cherry blossom essence. The zodiac sign Libra embodies harmony and balance. The Granny Smith and sour green apple flavors deliver the promise, forming the basis of a compelling and delicious all-day vape.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
999,Crazy Ace,Apple Gummy Crazy Ace B15000,55913,$17.99 ,,20ml,15000,The Apple Gummy Crazy Ace B15000 blends a sour green apple punch with a sweet red apple taste.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
1000,Crazy Ace,Cherry Lemonade Crazy Ace B15000,55914,$17.99 ,,20ml,15000,The Cherry Lemonade Crazy Ace B15000 uses a unique blend that features a sweet cherry and tart citrus.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
1001,Crazy Ace,Blue Cotton Candy Crazy Ace B15000,55915,$17.99 ,,20ml,15000,The Blue Cotton Candy Crazy Ace B15000 uses a deliciously sweet blue razz taste.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
1002,Crazy Ace,Hawaii Mint Crazy Ace B15000,55916,$17.99 ,,20ml,15000,"The Hawaii Mint Crazy Ace B15000 blends a tropical fruit mix with a crisp, icy finish.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,True,0,0,Unknown
1003,Crazy Ace,Mixed Berry Crazy Ace B15000,55917,$17.99 ,,20ml,15000,"The Mixed Berry Crazy Ace B15000 mixes equal parts of blueberry, strawberry and raspeberry flavorings for a fantastic wild berry taste.",Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,False,0,0,Unknown
1004,Crazy Ace,Strawberry Ice Crazy Ace B15000,55918,$17.99 ,,20ml,15000,The Strawberry Ice Crazy Ace B15000 starts with ripe strawberry taste and ends with an icy mint.,Dual Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,True,False,900mAh (Rechargeable via USB-C),Boost Mode Option,,,,,,,True,0,0,Unknown
1005,Geek Vape,Sour Apple Ice Geek Bar Pulse,54700,$15.99 ,,16ml,7500,"Delight and bask in the potent combination of hard-shell confection and Granny Smith flavors with the Sour Apple Ice Geek Bar Pulse. A healthy dose of frosty ice enhances the blend, delivering a fresh, cold sensation that is utterly satisfying.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
1006,Geek Vape,Frozen Strawberry Geek Bar Pulse (Frozen Edition),56060,$15.99 ,,16ml,7500,"The Frozen Edition Geek Bar Pulse Frozen Strawberry is maybe the best strawberry ice flavor, with tart and sweet fruit flavors, the hard-shelled strawberry confection notes, and perfect refreshing flavor when the cold front of menthol ice blows in.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
1007,Geek Vape,Frozen Pina Colada Geek Bar Pulse (Frozen Edition),56059,$15.99 ,,16ml,7500,"Coconut, pineapple and refreshing beverage notes abound in this frigid fusion of outstanding vape flavors. The Frozen Edition Geek Bar Pulse Pina Colada is a perfectly executed tropical drink inspired flavor with a kick of chilly menthol for balance.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
1008,Prime Bar,Cherry Peach Icy Prime Plus 26000,56266,$18.99 ,,20ml,26000,Prime Plus Vapes offers a 26000 puff disposable with great peach and cherry flavors.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1009,Prime Bar,Spearmint Prime Plus 26000,56264,$18.99 ,,20ml,26000,A sweet and refreshing mint and spearmint flavor is delightful and refreshing in the long lasting Prime Plus 26000.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,True,0,0,Unknown
1010,Prime Bar,Yummy Bear Prime Plus 26000,56267,$18.99 ,,20ml,26000,The Prime Plus Vapes Yummy Bear flavor is a nostalgic mix of tart and sweet flavor. Available in the cutting edge Prime Plus 26000 Disposable Vape.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1011,Prime Bar,Peach Mango Watermelon Prime Plus 26000,56268,$18.99 ,,20ml,26000,Prime Plus Peach Mango Watermelon 26000 is a great flavor from Prime Bar Vapes and combines the elements of three popular fruit flavors.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1012,Prime Bar,Z Prime Plus 26000,56269,$18.99 ,,20ml,26000,"Strawberry, peach and mango flavors are mixed to sublime perfection in the mysterious Z Prime Plus 26000.",,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1013,Prime Bar,Pineapple Mango Prime Plus 26000,56270,$18.99 ,,20ml,26000,"If you are looking for a Prime Plus vape with familiar sweet and tropical flavors, the Pineapple Mango Prime Plus 26000 is a perfect choice.",,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1014,Prime Bar,Sour Apple Icy Prime Plus 26000,56271,$18.99 ,,20ml,26000,"The combination of sour green apple and chilly ice is a flavor popular with adults. This Prime Plus vape kicks out a puff count of approximately 26,000 of this great flavor.",,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,True,0,0,Unknown
1015,Prime Bar,Watermelon Berry Icy Prime Plus 26000,56272,$18.99 ,,20ml,26000,A sweetened berry mixture with ripe watermelon notes and tons of icy flavor provide vaping harmony in the Watermelon Berry Icy Prime Plus 26000.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1016,Prime Bar,Energy Prime Plus 26000,56273,$18.99 ,,20ml,26000,"Inspired by an energy drink, the Prime Plus Vapes 26000 Energy is a refreshing and invigorating disposable.",,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1017,Prime Bar,Strawberry Mango Prime Plus 26000,56274,$18.99 ,,20ml,26000,Enjoy tropical strawberry and mango flavors in the Strawberry Mango Prime Plus 26000.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1018,Prime Bar,Apple Banana Strawberry Prime Plus 26000,56275,$18.99 ,,20ml,26000,The Apple Banana Strawberry Prime Plus 26000 is a delicious favor for the new and impressive successor to the Prime Bar. Prime vapes did a super job with this smooth mix of ripe apple and banana flavors.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1019,Prime Bar,Strawberry Berry Prime Plus 26000,56276,$18.99 ,,20ml,26000,Prime Plus Vapes has a smash hit with this ripe red strawberry and mixed berry medley flavored disposable vape. Enjoy the Strawberry Berry Prime Plus 26000 today.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1020,Prime Bar,Blueberry Raspberry Lemon Prime Plus 26000,56277,$18.99 ,,20ml,26000,"Blueberry, raspberry and lemon flavors abound in the Prime Plus Vapes long lasting disposable device.",,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1021,Prime Bar,Spectrum Cherry Prime Plus 26000,56278,$18.99 ,,20ml,26000,The full spectrum of sweet and cherry notes are on call in the Spectrum Cherry Prime Plus 26000.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1022,Prime Bar,Apple Peach Strawberry Prime Plus 26000,56279,$18.99 ,,20ml,26000,Prime Bar Vapes unleashes ripe peach flavors mixed with apple and strawberry notes in the Prime Plus 26000.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1023,Prime Bar,Apple Watermelon Prime Plus 26000,56280,$18.99 ,,20ml,26000,Classic watermelon notes and crisp apple flavors are fused to perfection in every puff from this Prime Plus vape.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1024,Prime Bar,Blood Moon Prime Plus 26000,56281,$18.99 ,"\n\nPRIME PLUS VAPE\n\n\nFlavor: Prime Plus Vapes features the enchanting flavors of mango, peach and citrus in the \n\nE-liquid contents: 20ml\n\nNicotine Level: 50mg\n\nPuffs per Device: +26000\n\nBattery: 850mAh (Rechargeable via USB-C)\nPower Meter, E-Liquid Meter, and Turbo Setting\nAdjustable Airflow\nOvercharge Protection\n\nShort Circuit Protection\n\n\n\n\nBrowse more disposable vape flavors\n\n"", ""category"": ""Disposables - Prime Plus 26000"", ""url"": ""https://mipod.com/products/blood-moon-prime-plus-26000"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/files/Prime-Plus_Blood-Moon_Render_600x600_87955d77-dbd1-4155-ba99-f0971f7bd912_1024x1024.png?v=1715882145"", ""image"": ""https://mipod.com/cdn/shop/files/Prime-Plus_Blood-Moon_Render_600x600_87955d77-dbd1-4155-ba99-f0971f7bd912_1024x1024.png?v=1715882145"", ""name"": ""Blood Moon PRIME PLUS 26000"", ""width"": 1024, ""height"": 1024 } }",20.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Closed System
1025,Prime Bar,Magic Moon Prime Plus 26000,56282,$18.99 ,,20ml,26000,A medley of refreshing melon flavor makes the Prime Plus Vapes 26000 Magic Moon flavor a must-try.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1026,Prime Bar,Peach Pear Prime Plus 26000,56283,$18.99 ,,20ml,26000,The Prime Plus 26000 is available in an amazing combination of ripe peach and pear flavors. Prime Plus Vapes extracts every ounce of flavor with sophisticated performance.,,,,,True,"Power Meter, E-Liquid Meter, and Turbo Setting",50 MG,,False,True,850mAh (Rechargeable via USB-C),,Short Circuit Protection,,,,,,False,0,0,Unknown
1027,Flum,Luscious Watermelon FLUM Pebble,53099,$15.99 ,,14ml,6000,"The Luscious Watermelon Flum Pebble vape flavor uses a delightfully sweet watermelon taste. This Watermelon Flum flavor provides up to 6,000 puffs with a rechargeable battery.",,,,,False,,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
1028,Lost Mary,Bright Red Lost Mary OS5000 Cosmic,55135,$12.99 ,,13ml,7500,The Bright Red Cosmic Edition flavor from Lost Mary uses a sweet and sour cherry taste in every puff.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1029,Lost Mary,Watermelon Kiwi Lemonade Lost Mary OS5000 Cosmic,55139,$12.99 ,,13ml,7500,"Tart kiwi, sweet watermelon, and invigorating lemonade flavors make for a perfect beverage flavor and an even better vape. The Watermelon Kiwi Lemonade Lost Mary OS5000 Cosmic Edition packs a seriously balanced punch, as it is refreshing, sweet, and never tires the tastebuds.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1030,Lost Mary,Sour Berry BG Lost Mary OS5000 Cosmic,55137,$12.99 ,,13ml,7500,"A chewable and tangy confectionary flavor, Sour Berry BG Lost Mary OS5000 Cosmic Edition is infused with notes of mixed berries. It really captures the nostalgic taste and mouthfeel of popular chewable confections.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1031,Lost Mary,Blueberry Watermelon Lost Mary OS5000 Cosmic,55138,$12.99 ,,13ml,7500,"Dive into an audacious concoction of sweet, succulent watermelon flavors melded with ripe and rich blueberry notes. The Blueberry Watermelon Lost Mary OS5000 Cosmic Edition is a flavor fusion that's out of this world.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1032,Lost Mary,Berry Cherry Lost Mary OS5000 Cosmic,55136,$12.99 ,,13ml,7500,Venture into a world of mixed berries amplified by a cosmic swirl of tart and sweet cherry. The Berry Cherry Lost Mary OS5000 Cosmic Edition strikes a perfect balance of sweet and tantalizing.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1033,Lost Mary,Banana Split Lost Mary OS5000 Cosmic,55140,$12.99 ,,13ml,7500,Indulge in a disposable vape inspired by the classic banana split flavor. Ripe banana notes are intermingling with the mix of creamy and cool dessert sundae flavors in the Banana Split Lost Mary OS5000 Cosmic Edition.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
1034,Lost Mary,Lost Mary MO20000 Sampler Pack,56303,$49.99 ,,18ml,20000,The Lost Mary MO20000 Turbo vape sampler provides three top-selling Lost Mary flavors at one low price. This discounted bundle includes,Dual Mesh,,,,True,"e-Liquid, Battery Meters, Power Setting",50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,800mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Disposable System
1035,Lost Vape,Strawberry Chew Orion Bar 10000,54740,$13.99 ,,20ml,10000,The Strawberry Chew Orion Bar 10k vape is packed with delicious strawberry vape flavoring in every puff.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
1036,Kangvape,Cherry Lemonade Kangvape Smod 6000,52129,$11.99 ,,19.9ml,6000,The Cherry Lemonade SMOD Onee Max vape from Kangvape provides a fantastic blend of sweet and tart fruit flavors. The sweet cherry is masterfully mixed with a tart citrus flavoring. All Smod Onee Max vapes provide up to 6000 puffs per vape.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
1037,Fume,Grape Fume Extra,52477,$11.99 ,,6ml,1500,The Grape Fume Extra disposable vape uses an authentic purple grape flavor that will keep vapers coming back for more.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
1038,Lost Mary,Orange Vanilla Sunset Lost Mary MO5000 (Glitter Edition),55748,$14.99 ,,10ml,5000,The Glitter Edition Orange Vanilla Sunset MO5000 is a classic summer themed treat that adds orange flavors to a smooth vanilla ice cream base.,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
1039,Lost Mary,Kiwi Honeydew Apple Lost Mary MO5000 (Glitter Edition),55747,$14.99 ,,10ml,5000,The Kiwi Honeydew Apple Glitter Edition Lost Mary MO5000 Glitter Edition combines tropical kiwi notes with honeydew melon and crisp strawberry flavors.,Mesh Coil,,,,False,,50 MG,,False,False,"500mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
1040,Geek Vape,Banana Taffy Freeze Geek Bar Pulse X 25k,56354,$19.99 ,,18ml,"15,000 Pulse Mode / 25,000 Regular Mode",The Banana Taffy Freeze Geek Bar Pulse X 25000 delivers a nostalgic carnival experience by blending the sweet and creamy essence of a banana-infused saltwater confection with invigorating ice notes.,Dual Mesh Coil,,,,True,Battery and eJuice Indicators and Power Settings,50 MG,,False,False,700mAh (Rechargeable via USB-C),,Quick Charging Capability,,,,,,True,0,0,Unknown
